gene_target,n_drugs,action_types,action_types_3cat,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
TBXA2R,2,ANTAGONIST,Inhibiting,RAMATROBAN;SERATRODAST,allergic asthma;perennial allergic rhinitis,Phase 3,RAMATROBAN;SERATRODAST,allergic asthma;perennial allergic rhinitis
TEK,2,INHIBITOR,Inhibiting,REGORAFENIB;VANDETANIB,acute myeloid leukemia;myeloproliferative neoplasm;plasma cell myeloma;thymic carcinoma;thymoma,Phase 2,REGORAFENIB;VANDETANIB,acute myeloid leukemia;plasma cell myeloma;thymic carcinoma;thymoma
KMT2A,2,INHIBITOR,Inhibiting,REVUMENIB;REVUMENIB SESQUIFUMARATE,acute leukemia of ambiguous lineage;acute myeloid leukemia;mixed phenotype acute leukemia;myeloid leukemia,Phase 3,REVUMENIB,acute myeloid leukemia
MEN1,2,INHIBITOR,Inhibiting,REVUMENIB;REVUMENIB SESQUIFUMARATE,acute leukemia of ambiguous lineage;acute myeloid leukemia;mixed phenotype acute leukemia;myeloid leukemia,Phase 3,REVUMENIB,acute myeloid leukemia
PTGER4,2,AGONIST;ANTAGONIST,Mixed/Undetermined,RIVENPROST;VORBIPIPRANT,autoimmune disease;rheumatoid arthritis;ulcerative colitis,Phase 2,RIVENPROST;VORBIPIPRANT,rheumatoid arthritis;ulcerative colitis
IFNA1,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA10,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA13,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA14,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA16,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA17,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA2,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA21,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA4,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA5,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA6,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA7,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
IFNA8,2,INHIBITOR,Inhibiting,RONTALIZUMAB;SIFALIMUMAB,psoriasis;systemic lupus erythematosus,Phase 2,RONTALIZUMAB;SIFALIMUMAB,systemic lupus erythematosus
GHR,2,AGONIST,Activating,SOMAPACITAN;SOMATROPIN,AIDS;Crohn disease;Noonan syndrome;type 1 diabetes mellitus,Phase 3,SOMAPACITAN;SOMATROPIN,Crohn disease;Noonan syndrome
MAPK1,2,INHIBITOR,Inhibiting,TEMUTERKIB;ULIXERTINIB,B-cell chronic lymphocytic leukemia;Waldenstrom macroglobulinemia;acute myeloid leukemia;mantle cell lymphoma;myelofibrosis;neoplasm of mature B-cells;plasma cell myeloma,Phase 2,ULIXERTINIB,acute myeloid leukemia;myelofibrosis;plasma cell myeloma
MAPK3,2,INHIBITOR,Inhibiting,TEMUTERKIB;ULIXERTINIB,B-cell chronic lymphocytic leukemia;Waldenstrom macroglobulinemia;acute myeloid leukemia;mantle cell lymphoma;myelofibrosis;neoplasm of mature B-cells;plasma cell myeloma,Phase 2,ULIXERTINIB,acute myeloid leukemia;myelofibrosis;plasma cell myeloma
CSNK1E,2,INHIBITOR,Inhibiting,UMBRALISIB;UMBRALISIB TOSYLATE,B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Waldenstrom macroglobulinemia;acquired polycythemia vera;diffuse large B-cell lymphoma;follicular lymphoma;mantle cell lymphoma;marginal zone lymphoma;myelodysplastic/myeloproliferative neoplasm;neoplasm of mature B-cells;primary myelofibrosis,Approved,UMBRALISIB;UMBRALISIB TOSYLATE,follicular lymphoma;marginal zone lymphoma
TNFRSF9,2,AGONIST,Activating,URELUMAB;UTOMILUMAB,B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;diffuse large B-cell lymphoma;follicular lymphoma;mantle cell lymphoma;plasma cell myeloma,Phase 3,UTOMILUMAB,diffuse large B-cell lymphoma
ABCB1,2,INHIBITOR,Inhibiting,VALSPODAR;ZOSUQUIDAR,acute myeloid leukemia;acute myeloid leukemia by FAB classification;plasma cell myeloma,Phase 3,VALSPODAR,acute myeloid leukemia;acute myeloid leukemia by FAB classification;plasma cell myeloma
SPHK2,1,INHIBITOR,Inhibiting,ABC-294640,diffuse large B-cell lymphoma;plasma cell myeloma,Phase 2,ABC-294640,diffuse large B-cell lymphoma;plasma cell myeloma
ITGB6,1,INHIBITOR,Inhibiting,ABITUZUMAB,systemic sclerosis,Phase 2,ABITUZUMAB,systemic sclerosis
ITGB8,1,INHIBITOR,Inhibiting,ABITUZUMAB,systemic sclerosis,Phase 2,ABITUZUMAB,systemic sclerosis
PRKAA1,1,ACTIVATOR,Activating,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia
PRKAA2,1,ACTIVATOR,Activating,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia
PRKAB1,1,ACTIVATOR,Activating,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia
PRKAB2,1,ACTIVATOR,Activating,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia
PRKAG1,1,ACTIVATOR,Activating,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia
PRKAG2,1,ACTIVATOR,Activating,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia
PRKAG3,1,ACTIVATOR,Activating,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,ACADESINE,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia
LTA4H,1,INHIBITOR,Inhibiting,ACEBILUSTAT,lymphedema,Phase 2,ACEBILUSTAT,lymphedema
FAAH,1,INHIBITOR;OPENER,Mixed/Undetermined,ACETAMINOPHEN,"AIDS;Crohn disease;acute graft versus host disease;antiphospholipid syndrome;autoimmune thrombocytopenic purpura;chronic graft versus host disease;chronic myelogenous leukemia, BCR-ABL1 positive;graft versus host disease;multiple sclerosis;seasonal allergic rhinitis",Approved,ACETAMINOPHEN,seasonal allergic rhinitis
CA1,1,INHIBITOR,Inhibiting,ACETAZOLAMIDE,multiple sclerosis;type 1 diabetes mellitus,Phase 2,ACETAZOLAMIDE,multiple sclerosis;type 1 diabetes mellitus
CA12,1,INHIBITOR,Inhibiting,ACETAZOLAMIDE,multiple sclerosis;type 1 diabetes mellitus,Phase 2,ACETAZOLAMIDE,multiple sclerosis;type 1 diabetes mellitus
EPCAM,1,INHIBITOR,Inhibiting,ADECATUMUMAB,Crohn disease;ulcerative colitis,Phase 2,ADECATUMUMAB,Crohn disease;ulcerative colitis
PGF,1,INHIBITOR,Inhibiting,AFLIBERCEPT,Graves ophthalmopathy;acute myeloid leukemia;plasma cell myeloma,Phase 2,AFLIBERCEPT,Graves ophthalmopathy;acute myeloid leukemia;plasma cell myeloma
IRS1,1,ANTISENSE INHIBITOR,Inhibiting,AGANIRSEN,atopic eczema,Phase 3,AGANIRSEN,atopic eczema
CD52,1,INHIBITOR,Inhibiting,ALEMTUZUMAB,B-cell chronic lymphocytic leukemia;Crohn disease;Familial hemophagocytic lymphohistiocytosis;Fanconi anemia;Langerhans cell histiocytosis;Leukocyte adhesion deficiency type I;Sjogren syndrome;T-cell acute lymphoblastic leukemia;T-cell large granular lymphocyte leukemia;T-cell prolymphocytic leukemia;Waldenstrom macroglobulinemia;Wiskott-Aldrich syndrome,Approved,ALEMTUZUMAB,B-cell chronic lymphocytic leukemia;multiple sclerosis
PCSK9,1,INHIBITOR,Inhibiting,ALIROCUMAB,type 1 diabetes mellitus,Phase 3,ALIROCUMAB,type 1 diabetes mellitus
ICOSLG,1,INHIBITOR,Inhibiting,AMG-557,Sjogren syndrome;psoriasis;systemic lupus erythematosus,Phase 2,AMG-557,Sjogren syndrome;systemic lupus erythematosus
SCNN1A,1,BLOCKER,Inhibiting,AMILORIDE,multiple sclerosis,Phase 2,AMILORIDE,multiple sclerosis
SCNN1B,1,BLOCKER,Inhibiting,AMILORIDE,multiple sclerosis,Phase 2,AMILORIDE,multiple sclerosis
SCNN1G,1,BLOCKER,Inhibiting,AMILORIDE,multiple sclerosis,Phase 2,AMILORIDE,multiple sclerosis
PLAT,1,INHIBITOR,Inhibiting,AMINOCAPROIC ACID,rheumatoid arthritis,Phase 2,AMINOCAPROIC ACID,rheumatoid arthritis
MMP9,1,INHIBITOR,Inhibiting,ANDECALIXIMAB,Crohn disease;rheumatoid arthritis;ulcerative colitis,Phase 3,ANDECALIXIMAB,ulcerative colitis
GP1BA,1,ANTAGONIST,Inhibiting,ANFIBATIDE,thrombotic thrombocytopenic purpura,Phase 2,ANFIBATIDE,thrombotic thrombocytopenic purpura
ADAMTS13,1,EXOGENOUS PROTEIN,Activating,APADAMTASE ALFA,congenital thrombotic thrombocytopenic purpura;thrombotic thrombocytopenic purpura,Approved,APADAMTASE ALFA,thrombotic thrombocytopenic purpura
HLA-DRB5,1,INHIBITOR,Inhibiting,APOLIZUMAB,B-cell chronic lymphocytic leukemia;acute myeloid leukemia,Phase 2,APOLIZUMAB,B-cell chronic lymphocytic leukemia
ADAM17,1,INHIBITOR,Inhibiting,APRATASTAT,rheumatoid arthritis,Phase 2,APRATASTAT,rheumatoid arthritis
SPP1,1,INHIBITOR,Inhibiting,ASK-8007,rheumatoid arthritis,Phase 2,ASK-8007,rheumatoid arthritis
CHRNA7,1,ANTAGONIST;MODULATOR,Inhibiting,ASM-024,allergic asthma,Phase 2,ASM-024,allergic asthma
IL1RL1,1,INHIBITOR,Inhibiting,ASTEGOLIMAB,atopic eczema,Phase 2,ASTEGOLIMAB,atopic eczema
CDK10,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK11B,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK12,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK13,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK14,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK15,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK16,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK17,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK18,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK19,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK20,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK3,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
CDK8,1,INHIBITOR,Inhibiting,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma,Phase 2,AT-7519,B-cell chronic lymphocytic leukemia;mantle cell lymphoma;plasma cell myeloma
TNFSF13,1,INHIBITOR,Inhibiting,ATACICEPT,lupus erythematosus;multiple sclerosis;rheumatoid arthritis;systemic lupus erythematosus,Phase 3,ATACICEPT,systemic lupus erythematosus
UMPS,1,INHIBITOR,Inhibiting,AZARIBINE,psoriasis vulgaris,Approved,AZARIBINE,psoriasis vulgaris
GCK,1,ACTIVATOR,Activating,AZD-1656,type 1 diabetes mellitus,Phase 2,AZD-1656,type 1 diabetes mellitus
LTB,1,INHIBITOR,Inhibiting,BAMINERCEPT,Sjogren syndrome;multiple sclerosis;rheumatoid arthritis,Phase 2,BAMINERCEPT,Sjogren syndrome;multiple sclerosis;rheumatoid arthritis
NFE2L2,1,ANTAGONIST;INHIBITOR,Inhibiting,BARDOXOLONE METHYL,mixed connective tissue disease,Phase 3,BARDOXOLONE METHYL,mixed connective tissue disease
GAS6,1,INHIBITOR,Inhibiting,BATIRAXCEPT,acute myeloid leukemia by FAB classification,Phase 1,BATIRAXCEPT,acute myeloid leukemia by FAB classification
LGALS3,1,INHIBITOR,Inhibiting,BELAPECTIN,psoriasis vulgaris,Phase 2,BELAPECTIN,psoriasis vulgaris
IL5RA,1,INHIBITOR,Inhibiting,BENRALIZUMAB,allergic bronchopulmonary aspergillosis;atopic eczema;bullous pemphigoid;eosinophilic granulomatosis with polyangiitis;hypereosinophilic syndrome,Phase 3,BENRALIZUMAB,bullous pemphigoid;eosinophilic granulomatosis with polyangiitis;hypereosinophilic syndrome
CCL11,1,INHIBITOR,Inhibiting,BERTILIMUMAB,bullous pemphigoid;psoriasis vulgaris;ulcerative colitis,Phase 2,BERTILIMUMAB,bullous pemphigoid;psoriasis vulgaris;ulcerative colitis
TNFSF12,1,INHIBITOR,Inhibiting,BIIB-023,rheumatoid arthritis,Phase 2,BIIB-023,rheumatoid arthritis
ACVR2B,1,ANTAGONIST,Inhibiting,BIMAGRUMAB,acute myeloid leukemia by FAB classification,Phase 3,BIMAGRUMAB,acute myeloid leukemia by FAB classification
SELL,1,INHIBITOR,Inhibiting,BIMOSIAMOSE,atopic eczema;psoriasis,Phase 2,BIMOSIAMOSE,atopic eczema;psoriasis
BIRC2,1,INHIBITOR,Inhibiting,BIRINAPANT,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,BIRINAPANT,acute myeloid leukemia;chronic myelomonocytic leukemia
BIRC3,1,INHIBITOR,Inhibiting,BIRINAPANT,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,BIRINAPANT,acute myeloid leukemia;chronic myelomonocytic leukemia
FTO,1,INHIBITOR,Inhibiting,BISANTRENE,acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,BISANTRENE,acute myeloid leukemia
LPAR1,1,ANTAGONIST,Inhibiting,BMS-986020,psoriasis vulgaris;scleroderma;systemic sclerosis,Phase 2,BMS-986020,scleroderma;systemic sclerosis
KDM1A,1,INHIBITOR,Inhibiting,BOMEDEMSTAT,acquired polycythemia vera;acute myeloid leukemia;acute myeloid leukemia by FAB classification;essential thrombocythemia;myelofibrosis;myeloproliferative neoplasm,Phase 3,BOMEDEMSTAT,essential thrombocythemia
IL17RA,1,ANTAGONIST,Inhibiting,BRODALUMAB,Crohn disease;ankylosing spondylitis;immune system disorder;palmoplantar pustulosis;psoriasis;psoriasis vulgaris;psoriatic arthritis;pustular psoriasis;rheumatoid arthritis;systemic sclerosis,Approved,BRODALUMAB,immune system disorder;psoriasis;psoriasis vulgaris;psoriatic arthritis;pustular psoriasis
MLNR,1,AGONIST,Activating,CAMICINAL,type 1 diabetes mellitus,Phase 2,CAMICINAL,type 1 diabetes mellitus
P2RX3,1,ANTAGONIST,Inhibiting,CAMLIPIXANT,atopic eczema,Phase 2,CAMLIPIXANT,atopic eczema
DDC,1,INHIBITOR,Inhibiting,CARBIDOPA,multiple sclerosis,Phase 2,CARBIDOPA,multiple sclerosis
GSR,1,INHIBITOR,Inhibiting,CARMUSTINE,"B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;POEMS syndrome;Waldenstrom macroglobulinemia;acute myeloid leukemia;autoimmune disorder of the nervous system;central nervous system non-hodgkin lymphoma;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;graft versus host disease;mantle cell lymphoma",Approved,CARMUSTINE,plasma cell myeloma
F13A1,1,EXOGENOUS PROTEIN,Activating,CATRIDECACOG,ulcerative colitis,Phase 2,CATRIDECACOG,ulcerative colitis
PRKDC,1,INHIBITOR,Inhibiting,CC-115,B-cell chronic lymphocytic leukemia;plasma cell myeloma,Phase 1,CC-115,B-cell chronic lymphocytic leukemia;plasma cell myeloma
CDA,1,INHIBITOR,Inhibiting,CEDAZURIDINE,"acute myeloid leukemia;chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelomonocytic leukemia;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia;myelodysplastic/myeloproliferative neoplasm;myeloid leukemia;myeloproliferative neoplasm;plasma cell myeloma;systemic mastocytosis",Approved,CEDAZURIDINE,myeloid leukemia
ATR,1,INHIBITOR,Inhibiting,CERALASERTIB,B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;chronic myelomonocytic leukemia,Phase 1,CERALASERTIB,B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;chronic myelomonocytic leukemia
PLK4,1,INHIBITOR,Inhibiting,CFI-400945,acute myeloid leukemia;chronic myelomonocytic leukemia,Phase 2,CFI-400945,acute myeloid leukemia;chronic myelomonocytic leukemia
ROR1,1,INHIBITOR,Inhibiting,CIRMTUZUMAB,B-cell chronic lymphocytic leukemia;Burkitt lymphoma;diffuse large B-cell lymphoma;follicular lymphoma;mantle cell lymphoma;marginal zone lymphoma,Phase 3,CIRMTUZUMAB,diffuse large B-cell lymphoma;mantle cell lymphoma
P2RY12,1,ANTAGONIST,Inhibiting,CLOPIDOGREL,acquired polycythemia vera;systemic lupus erythematosus,Phase 2,CLOPIDOGREL,acquired polycythemia vera;systemic lupus erythematosus
MST1R,1,INHIBITOR,Inhibiting,CRIZOTINIB,acute myeloid leukemia;plasma cell myeloma,Phase 2,CRIZOTINIB,acute myeloid leukemia;plasma cell myeloma
NPM1,1,INHIBITOR,Inhibiting,CRIZOTINIB,acute myeloid leukemia;plasma cell myeloma,Phase 2,CRIZOTINIB,acute myeloid leukemia;plasma cell myeloma
ANO1,1,BLOCKER;INHIBITOR,Inhibiting,CROFELEMER,AIDS,Unknown,CROFELEMER,AIDS
CFTR,1,BLOCKER;INHIBITOR,Inhibiting,CROFELEMER,AIDS,Unknown,CROFELEMER,AIDS
PPIA,1,MODULATOR,Mixed/Undetermined,CYCLOSPORINE,22q11.2 deletion syndrome;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Chediak-Higashi syndrome;Chédiak-Higashi syndrome;Fanconi anemia;Sjogren syndrome;T-cell large granular lymphocyte leukemia;Wiskott-Aldrich syndrome;X-linked lymphoproliferative syndrome;acquired polycythemia vera;acute graft versus host disease,Approved,CYCLOSPORINE,graft versus host disease;immune system disorder;psoriasis;psoriasis vulgaris;rheumatoid arthritis
BMP10,1,INHIBITOR,Inhibiting,DALANTERCEPT,plasma cell myeloma,Phase 1,DALANTERCEPT,plasma cell myeloma
GDF2,1,INHIBITOR,Inhibiting,DALANTERCEPT,plasma cell myeloma,Phase 1,DALANTERCEPT,plasma cell myeloma
STAT3,1,ANTISENSE INHIBITOR,Inhibiting,DANVATIRSEN,acute myeloid leukemia;diffuse large B-cell lymphoma,Phase 2,DANVATIRSEN,diffuse large B-cell lymphoma
LILRA4,1,INHIBITOR,Inhibiting,DAXDILIMAB,Sjogren syndrome;autoimmune disease;cutaneous lupus erythematosus;discoid lupus erythematosus;systemic lupus erythematosus;systemic sclerosis,Phase 2,DAXDILIMAB,discoid lupus erythematosus;systemic lupus erythematosus
IFNB1,1,INHIBITOR,Inhibiting,DAZUKIBART,cutaneous lupus erythematosus;lupus erythematosus;rheumatoid arthritis;systemic lupus erythematosus,Phase 2,DAZUKIBART,cutaneous lupus erythematosus;rheumatoid arthritis;systemic lupus erythematosus
PTK2B,1,INHIBITOR,Inhibiting,DEFACTINIB,acute myeloid leukemia;chronic myelomonocytic leukemia;plasma cell myeloma,Phase 2,DEFACTINIB,plasma cell myeloma
TNFSF11,1,INHIBITOR,Inhibiting,DENOSUMAB,Crohn disease;Langerhans cell histiocytosis;plasma cell myeloma;rheumatoid arthritis;type 1 diabetes mellitus,Approved,DENOSUMAB,plasma cell myeloma
