drug,chembl_id,drug_type,gene_target,action_type,moa,immune_indication,disease_id,drug_stage_for_immune_indication,ot_approved_immune
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,allergic rhinitis,MONDO_0011786,Approved,1
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,ankylosing spondylitis,MONDO_0005306,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,atopic eczema,MONDO_0004980,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune disease,MONDO_0007179,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune encephalitis,MONDO_0020640,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune hepatitis,MONDO_0016264,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune pancreatitis,MONDO_0015175,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune thrombocytopenic purpura,MONDO_0008558,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,chronic graft versus host disease,MONDO_0020547,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,colitis,MONDO_0005292,Phase 2,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,cutaneous lupus erythematosus,MONDO_0005282,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,eosinophilic granulomatosis with polyangiitis,MONDO_0015943,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,graft versus host disease,MONDO_0013730,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,hemophagocytic syndrome,MONDO_0015540,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,inflammatory bowel disease,MONDO_0005265,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,lymphedema,MONDO_0019297,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,multiple sclerosis,MONDO_0005301,Phase 2,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,myasthenia gravis,MONDO_0009688,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,pemphigus,MONDO_0006594,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,perennial allergic rhinitis,MONDO_0024332,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,peritonsillar abscess,MONDO_0005906,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,plasma cell myeloma,MONDO_0009693,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,psoriasis,MONDO_0005083,Phase 1,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,psoriatic arthritis,MONDO_0011849,Unknown,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,rheumatoid arthritis,MONDO_0008383,Phase 2,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,systemic lupus erythematosus,MONDO_0007915,Phase 2,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,ulcerative colitis,MONDO_0005101,Phase 3,0
TRIAMCINOLONE,CHEMBL1451,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,vitiligo,MONDO_0008661,Phase 3,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,Crohn disease,MONDO_0005011,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,acute graft versus host disease,MONDO_0020546,Phase 3,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,acute graft vs. host disease,EFO_0004599,Phase 1,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,allergic asthma,MONDO_0004784,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,allergic rhinitis,MONDO_0011786,Approved,1
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,atopic eczema,MONDO_0004980,Phase 3,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune disease,MONDO_0007179,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune encephalitis,MONDO_0020640,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune hepatitis,MONDO_0016264,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune thrombocytopenic purpura,MONDO_0008558,Phase 3,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,graft versus host disease,MONDO_0013730,Phase 2,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,hand eczema,EFO_0022959,Phase 2,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,hemophagocytic syndrome,MONDO_0015540,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,mucous membrane pemphigoid,MONDO_0018746,Phase 3,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,multiple sclerosis,MONDO_0005301,Approved,1
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,pemphigus vulgaris,MONDO_0008219,Phase 3,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,perennial allergic rhinitis,MONDO_0024332,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,peritonsillar abscess,MONDO_0005906,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,plasma cell myeloma,MONDO_0009693,Phase 3,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,psoriasis,MONDO_0005083,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,rheumatoid arthritis,MONDO_0008383,Approved,1
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,seasonal allergic rhinitis,MONDO_0005324,Approved,1
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,systemic lupus erythematosus,MONDO_0007915,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,type III hypersensitivity disease,MONDO_0007004,Approved,1
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,ulcerative colitis,MONDO_0005101,Unknown,0
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,vitiligo,MONDO_0008661,Phase 3,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,acute graft versus host disease,MONDO_0020546,Phase 3,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,acute graft vs. host disease,EFO_0004599,Phase 1,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,allergic asthma,MONDO_0004784,Unknown,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,allergic rhinitis,MONDO_0011786,Unknown,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,atopic eczema,MONDO_0004980,Phase 3,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,autoimmune disease,MONDO_0007179,Unknown,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,graft versus host disease,MONDO_0013730,Phase 2,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,multiple sclerosis,MONDO_0005301,Phase 2,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,perennial allergic rhinitis,MONDO_0024332,Unknown,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,plasma cell myeloma,MONDO_0009693,Phase 3,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,psoriasis,MONDO_0005083,Unknown,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,rheumatoid arthritis,MONDO_0008383,Phase 3,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,systemic lupus erythematosus,MONDO_0007915,Unknown,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,ulcerative colitis,MONDO_0005101,Unknown,0
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,NR3C1,AGONIST,Glucocorticoid receptor agonist,vitiligo,MONDO_0008661,Unknown,0
TRIAPINE,CHEMBL231616,Small molecule,RRM1;RRM2B,INHIBITOR,Ribonucleotide reductase inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
TRIAPINE,CHEMBL231616,Small molecule,RRM1;RRM2B,INHIBITOR,Ribonucleotide reductase inhibitor,chronic myelomonocytic leukemia,MONDO_0020311,Phase 2,0
TRILACICLIB,CHEMBL3894860,Small molecule,CDK4;CDK6,INHIBITOR,Cyclin-dependent kinase 4 inhibitor;Cyclin-dependent kinase 6 inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
TRIMETHAPHAN,CHEMBL1201329,Small molecule,CHRNA3;CHRNB4,ANTAGONIST,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,myalgic encephalomeyelitis/chronic fatigue syndrome,MONDO_0005404,Phase 1,0
TRIPELENNAMINE,CHEMBL1241,Small molecule,HRH1,ANTAGONIST,Histamine H1 receptor antagonist,allergic disease,MONDO_0005271,Approved,1
TRIPROLIDINE,CHEMBL855,Small molecule,HRH1,ANTAGONIST,Histamine H1 receptor antagonist,allergic disease,MONDO_0005271,Approved,1
TRIPROLIDINE,CHEMBL855,Small molecule,HRH1,ANTAGONIST,Histamine H1 receptor antagonist,seasonal allergic rhinitis,MONDO_0005324,Approved,1
TRIPROLIDINE HYDROCHLORIDE,CHEMBL3188034,Small molecule,HRH1,ANTAGONIST,Histamine H1 receptor antagonist,allergic rhinitis,MONDO_0011786,Approved,1
TRIPROLIDINE HYDROCHLORIDE,CHEMBL3188034,Small molecule,HRH1,ANTAGONIST,Histamine H1 receptor antagonist,seasonal allergic rhinitis,MONDO_0005324,Approved,1
TROXACITABINE,CHEMBL359164,Small molecule,POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLE3;PRIM1;PRIM2,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
TROXACITABINE,CHEMBL359164,Small molecule,POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLE3;PRIM1;PRIM2,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
TRU-015,CHEMBL4297845,Unknown,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,rheumatoid arthritis,MONDO_0008383,Phase 2,0
TRU-015,CHEMBL4297845,Unknown,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,systemic lupus erythematosus,MONDO_0007915,Phase 1,0
TUCATINIB,CHEMBL3989868,Small molecule,ERBB2,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
TZP-102,CHEMBL4594424,Protein,GHSR,AGONIST,Ghrelin receptor agonist,type 1 diabetes mellitus,MONDO_0005147,Phase 2,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 3,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 1,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,chronic progressive multiple sclerosis,MONDO_0005284,Approved,1
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,diffuse large B-cell lymphoma,MONDO_0018905,Phase 3,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,follicular lymphoma,MONDO_0018906,Phase 3,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,mantle cell lymphoma,MONDO_0018876,Phase 3,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,marginal zone lymphoma,MONDO_0017604,Phase 2,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,multiple sclerosis,MONDO_0005301,Approved,1
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,neoplasm of mature B-cells,MONDO_0004949,Phase 3,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,nodal marginal zone B-cell lymphoma,MONDO_0019465,Phase 2,0
UBLITUXIMAB,CHEMBL2108354,Antibody,MS4A1,BINDING AGENT,B-lymphocyte antigen CD20 binding agent,relapsing-remitting multiple sclerosis,MONDO_0005314,Approved,1
UCB-1184197,CHEMBL4297363,Small molecule,ITGA4,INHIBITOR,Integrin alpha-4 inhibitor,multiple sclerosis,MONDO_0005301,Phase 2,0
UCB-1184197,CHEMBL4297363,Small molecule,ITGA4,INHIBITOR,Integrin alpha-4 inhibitor,rheumatoid arthritis,MONDO_0008383,Phase 2,0
UCN-01,CHEMBL574737,Small molecule,CDK2;CDK4;CDK6;CHEK1;PDPK1;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ;PRKD1;PRKD3,INHIBITOR,3-phosphoinositide dependent protein kinase-1 inhibitor;Cyclin-dependent kinase 2 inhibitor;Cyclin-dependent kinase 4 inhibitor;Cyclin-dependent kinase 6 inhibitor;Protein kinase C (PKC) inhibitor;Serine/threonine-protein kinase Chk1 inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
UCN-01,CHEMBL574737,Small molecule,CDK2;CDK4;CDK6;CHEK1;PDPK1;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ;PRKD1;PRKD3,INHIBITOR,3-phosphoinositide dependent protein kinase-1 inhibitor;Cyclin-dependent kinase 2 inhibitor;Cyclin-dependent kinase 4 inhibitor;Cyclin-dependent kinase 6 inhibitor;Protein kinase C (PKC) inhibitor;Serine/threonine-protein kinase Chk1 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 1,0
UCN-01,CHEMBL574737,Small molecule,CDK2;CDK4;CDK6;CHEK1;PDPK1;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ;PRKD1;PRKD3,INHIBITOR,3-phosphoinositide dependent protein kinase-1 inhibitor;Cyclin-dependent kinase 2 inhibitor;Cyclin-dependent kinase 4 inhibitor;Cyclin-dependent kinase 6 inhibitor;Protein kinase C (PKC) inhibitor;Serine/threonine-protein kinase Chk1 inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 1,0
ULIXERTINIB,CHEMBL3590106,Small molecule,MAPK1;MAPK3,INHIBITOR,MAP kinase ERK1 inhibitor;MAP kinase ERK2 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
ULIXERTINIB,CHEMBL3590106,Small molecule,MAPK1;MAPK3,INHIBITOR,MAP kinase ERK1 inhibitor;MAP kinase ERK2 inhibitor,myelofibrosis,MONDO_0044903,Phase 2,0
ULIXERTINIB,CHEMBL3590106,Small molecule,MAPK1;MAPK3,INHIBITOR,MAP kinase ERK1 inhibitor;MAP kinase ERK2 inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
ULOCUPLUMAB,CHEMBL3039543,Antibody,CXCR4,INHIBITOR,C-X-C chemokine receptor type 4 inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 1,0
ULOCUPLUMAB,CHEMBL3039543,Antibody,CXCR4,INHIBITOR,C-X-C chemokine receptor type 4 inhibitor,Waldenstrom macroglobulinemia,MONDO_0100280,Phase 1,0
ULOCUPLUMAB,CHEMBL3039543,Antibody,CXCR4,INHIBITOR,C-X-C chemokine receptor type 4 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 2,0
ULOCUPLUMAB,CHEMBL3039543,Antibody,CXCR4,INHIBITOR,C-X-C chemokine receptor type 4 inhibitor,acute myeloid leukemia by FAB classification,MONDO_0015667,Phase 1,0
ULOCUPLUMAB,CHEMBL3039543,Antibody,CXCR4,INHIBITOR,C-X-C chemokine receptor type 4 inhibitor,plasma cell myeloma,MONDO_0009693,Phase 3,0
ULODESINE,CHEMBL269864,Small molecule,PNP,INHIBITOR,Purine nucleoside phosphorylase inhibitor,psoriasis vulgaris,EFO_1001494,Phase 2,0
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 3,0
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 1,0
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,Waldenstrom macroglobulinemia,MONDO_0100280,Phase 2,0
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 3,0
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,follicular lymphoma,MONDO_0018906,Approved,1
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,mantle cell lymphoma,MONDO_0018876,Phase 3,0
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,marginal zone lymphoma,MONDO_0017604,Approved,1
UMBRALISIB,CHEMBL3948730,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,neoplasm of mature B-cells,MONDO_0004949,Phase 3,0
UMBRALISIB TOSYLATE,CHEMBL3989869,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 3,0
UMBRALISIB TOSYLATE,CHEMBL3989869,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,acquired polycythemia vera,MONDO_0009891,Phase 1,0
UMBRALISIB TOSYLATE,CHEMBL3989869,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
UMBRALISIB TOSYLATE,CHEMBL3989869,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,follicular lymphoma,MONDO_0018906,Approved,1
UMBRALISIB TOSYLATE,CHEMBL3989869,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,marginal zone lymphoma,MONDO_0017604,Approved,1
UMBRALISIB TOSYLATE,CHEMBL3989869,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,myelodysplastic/myeloproliferative neoplasm,MONDO_0006311,Phase 1,0
UMBRALISIB TOSYLATE,CHEMBL3989869,Small molecule,ABL1;CSNK1E;PIK3CD,INHIBITOR,Casein kinase I epsilon inhibitor;PI3-kinase p110-delta subunit inhibitor;Tyrosine-protein kinase ABL inhibitor,primary myelofibrosis,MONDO_0009692,Phase 1,0
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,Crohn disease,MONDO_0005011,Approved,1
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,Sjogren syndrome,MONDO_0010030,Phase 2,0
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,ankylosing spondylitis,MONDO_0005306,Approved,1
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,atopic eczema,MONDO_0004980,Approved,1
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,autoimmune thrombocytopenic purpura,MONDO_0008558,Phase 2,0
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,inflammatory bowel disease,MONDO_0005265,Unknown,0
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,psoriasis,MONDO_0005083,Unknown,0
UPADACITINIB,CHEMBL3622821,Small molecule,JAK1;JAK2;JAK3;TYK2,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor;Tyrosine-protein kinase JAK2 inhibitor;Tyrosine-protein kinase JAK3 inhibitor;Tyrosine-protein kinase TYK2 inhibitor,psoriatic arthritis,MONDO_0011849,Approved,1
