gene,group,mis_z_score
ARHGAP39,non-target,0.873
ARHGAP4,non-target,0.738
ARHGAP40,non-target,1.86
ARHGAP42,non-target,3.44
ARHGAP44,non-target,2.43
ARHGAP45,non-target,-0.224
ARHGAP5,non-target,3.74
ARHGAP6,non-target,1.66
ARHGAP8,non-target,-6.34
ARHGAP9,non-target,0.269
ARHGDIA,non-target,0.664
ARHGDIB,non-target,-0.234
ARHGDIG,non-target,-0.226
ARHGEF1,non-target,3.5
ARHGEF10,non-target,-4.78
ARHGEF10L,non-target,2.58
ARHGEF11,non-target,2.69
ARHGEF12,non-target,4.35
ARHGEF15,non-target,1.23
ARHGEF16,non-target,0.524
ARHGEF17,non-target,-0.37
ARHGEF18,non-target,2.23
ARHGEF19,non-target,-0.0293
ARHGEF2,non-target,5.01
ARHGEF25,non-target,1.27
ARHGEF26,non-target,-1.92
ARHGEF28,non-target,0.423
ARHGEF3,non-target,2.1
ARHGEF33,non-target,-0.738
ARHGEF35,non-target,6.75
ARHGEF37,non-target,1.06
ARHGEF38,non-target,-0.775
ARHGEF39,non-target,0.296
ARHGEF4,non-target,-0.276
ARHGEF40,non-target,1.47
ARHGEF5,non-target,13.7
ARHGEF6,non-target,1.67
ARHGEF7,non-target,2.07
ARHGEF9,non-target,4.13
ARID1A,non-target,3.64
ARID1B,non-target,2.36
ARID2,non-target,4.56
ARID3A,non-target,1.73
ARID3B,non-target,3.72
ARID3C,non-target,-0.587
ARID4A,non-target,2.06
ARID4B,non-target,3.65
ARID5A,non-target,1.78
ARID5B,non-target,2.84
ARIH1,non-target,6.48
ARIH2,non-target,5.44
ARL1,non-target,3.24
ARL10,non-target,0.559
ARL11,non-target,0.312
ARL13A,non-target,1.04
ARL13B,non-target,-0.226
ARL14,non-target,-1.15
ARL14EP,non-target,1.32
ARL14EPL,non-target,-0.878
ARL15,non-target,0.706
ARL16,non-target,-0.744
ARL17A,non-target,2.06
ARL2,non-target,0.744
ARL2-SNX15,non-target,0.596
ARL2BP,non-target,0.941
ARL3,non-target,1.67
ARL4A,non-target,2.24
ARL4C,non-target,3.07
ARL4D,non-target,0.905
ARL5A,non-target,1.23
ARL5B,non-target,1.37
ARL5C,non-target,0.743
ARL6,non-target,0.812
ARL6IP1,non-target,1.91
ARL6IP4,non-target,-0.997
ARL6IP5,non-target,1.1
ARL6IP6,non-target,-2.17
ARL8A,non-target,3.12
ARL8B,non-target,2.75
ARL9,non-target,-0.0995
ARMC1,non-target,2.02
ARMC10,non-target,2.32
ARMC12,non-target,0.879
ARMC2,non-target,1.47
ARMC3,non-target,1.12
ARMC5,non-target,1.37
ARMC6,non-target,0.898
ARMC7,non-target,0.133
ARMC8,non-target,3.6
ARMC9,non-target,1.17
ARMCX1,non-target,1.49
ARMCX2,non-target,1.72
ARMCX3,non-target,2.07
ARMCX4,non-target,2.81
ARMCX5,non-target,1.19
ARMCX5-GPRASP2,non-target,0.976
ARMCX6,non-target,-0.251
ARMH1,non-target,0.288
ARMH2,non-target,0.84
ARMH3,non-target,2.41
ARMH4,non-target,-0.0567
ARMS2,non-target,1.08
DCPH1,non-target,0.248
ARNT,non-target,3.15
ARNT2,non-target,2.29
BMAL1,non-target,3.79
BMAL2,non-target,0.955
ARPC1A,non-target,3.83
ARPC1B,non-target,1.12
ARPC2,non-target,3.43
ARPC3,non-target,1.62
ARPC4,non-target,3.32
ARPC4-TTLL3,non-target,1.98
ARPC5,non-target,1.68
ARPC5L,non-target,1.53
ARPIN,non-target,-0.502
ARPIN-AP3S2,non-target,-0.419
ARPP19,non-target,1.25
ARPP21,non-target,-0.432
ARR3,non-target,1.1
ARRB1,non-target,2.35
ARRB2,non-target,2.94
ARRDC1,non-target,-1.05
ARRDC2,non-target,0.622
ARRDC3,non-target,2.33
ARRDC4,non-target,0.164
ARRDC5,non-target,0.264
ARSA,non-target,0.0205
ARSB,non-target,0.346
ARSD,non-target,1.25
ARSF,non-target,-0.404
ARSG,non-target,0.76
ARSH,non-target,0.249
ARSI,non-target,0.988
ARSJ,non-target,0.897
ARSK,non-target,0.505
ARSL,non-target,3.55
ART1,non-target,-1.18
ART3,non-target,0.326
ART4,non-target,0.237
ART5,non-target,-0.644
ARTN,non-target,1.03
ARV1,non-target,1.04
ARVCF,non-target,-0.995
ARX,non-target,2.74
AS3MT,non-target,1.11
ASAH1,non-target,-3.45
ASAH2,non-target,0.812
ASAH2B,non-target,1.99
ASAP1,non-target,3.91
ASAP2,non-target,3.39
ASAP3,non-target,1.85
ASB1,non-target,1.1
ASB10,non-target,-0.215
ASB11,non-target,-0.0551
ASB12,non-target,-2.11
ASB13,non-target,-0.517
ASB14,non-target,-0.218
ASB15,non-target,0.439
ASB16,non-target,-1.07
ASB17,non-target,0.291
ASB18,non-target,-0.641
ASB2,non-target,-0.574
ASB3,non-target,-1.94
ASB4,non-target,-0.553
ASB5,non-target,-0.0472
ASB6,non-target,0.736
ASB7,non-target,4.78
ASB8,non-target,1.42
ASB9,non-target,0.378
ASCC1,non-target,1.09
ASCC2,non-target,1.62
ASCC3,non-target,3.05
ASCL1,non-target,1.41
ASCL2,non-target,-0.235
ASCL3,non-target,-0.396
ASCL4,non-target,-1.94
ASCL5,non-target,0.179
ASDURF,non-target,0.206
ASF1A,non-target,2.85
ASF1B,non-target,0.679
ASGR1,non-target,-0.492
ASGR2,non-target,0.0313
ASH1L,non-target,4.68
ASH2L,non-target,3.53
ASIC1,non-target,3.52
ASIC2,non-target,1.52
ASIC3,non-target,-0.55
ASIC4,non-target,1.27
ASIC5,non-target,-0.699
ASIP,non-target,-0.353
ASL,non-target,1.43
ASMT,non-target,-1.82
ASMTL,non-target,-1.88
ASNS,non-target,2.65
ASNSD1,non-target,0.685
ASPA,non-target,1.14
ASPDH,non-target,-0.426
ASPG,non-target,0.808
ASPH,non-target,-0.00695
ASPHD1,non-target,0.84
ASPHD2,non-target,2.47
ASPM,non-target,-0.371
ASPN,non-target,1.22
ASPRV1,non-target,0.5
ASPSCR1,non-target,-0.0439
ASRGL1,non-target,-0.0412
ASS1,non-target,1.7
ASTE1,non-target,1.43
ASTL,non-target,0.869
ASTN1,non-target,2.08
ASTN2,non-target,1.64
ASXL1,non-target,1.52
ASXL2,non-target,2.02
ASXL3,non-target,0.849
ASZ1,non-target,-0.408
ATAD1,non-target,2.98
ATAD2,non-target,2.6
ATAD2B,non-target,5.24
ATAD3A,non-target,1.96
ATAD3B,non-target,-0.672
ATAD3C,non-target,0.173
ATAD5,non-target,2.84
ATAT1,non-target,1.3
ATCAY,non-target,1.18
ATE1,non-target,0.621
ATF1,non-target,1.58
ATF2,non-target,3.02
ATF3,non-target,1.12
ATF4,non-target,-2.54
ATF5,non-target,-0.918
ATF6,non-target,0.814
ATF6B,non-target,1.48
ATF7,non-target,2.56
ATF7-NPFF,non-target,2.1
ATF7IP,non-target,2.08
ATF7IP2,non-target,-2.27
ATG10,non-target,0.772
ATG101,non-target,2.31
ATG12,non-target,-1.74
ATG13,non-target,1.82
ATG14,non-target,-0.353
ATG16L1,non-target,3.09
ATG16L2,non-target,0.531
ATG2A,non-target,2.51
ATG2B,non-target,1.59
ATG3,non-target,2.09
ATG4A,non-target,1.75
ATG4B,non-target,1.02
ATG4C,non-target,-1.21
ATG4D,non-target,0.245
ATG5,non-target,3.11
ATG7,non-target,1.05
ATG9A,non-target,3.48
ATG9B,non-target,-1.32
ATIC,non-target,-0.86
ATL1,non-target,4.27
ATL2,non-target,-0.57
ATL3,non-target,0.666
ATM,non-target,1.78
ATMIN,non-target,-0.424
ATN1,non-target,1.2
ATOH1,non-target,-0.714
ATOH7,non-target,-0.37
ATOH8,non-target,-1.04
ATOX1,non-target,0.64
ATP10A,non-target,0.308
ATP10B,non-target,-0.506
ATP10D,non-target,1.15
ATP11A,non-target,1.76
ATP11B,non-target,2.7
ATP11C,non-target,1.4
ATP12A,non-target,1.38
ATP13A1,non-target,2.77
ATP13A2,non-target,2.17
ATP13A3,non-target,3.92
ATP13A4,non-target,0.693
ATP13A5,non-target,0.743
ATP1A1,in-trial,9.1
ATP1A2,in-trial,7.47
ATP1A3,in-trial,10.2
ATP1A4,in-trial,1.08
ATP1B1,in-trial,3.43
ATP1B2,in-trial,1.46
ATP1B3,in-trial,2.29
ATP1B4,non-target,-1.2
ATP23,non-target,0.79
ATP2A1,non-target,2.8
ATP2A2,non-target,7.8
ATP2A3,non-target,2.52
ATP2B1,non-target,7.83
ATP2B2,non-target,6.94
ATP2B3,non-target,3.32
ATP2B4,non-target,4.32
ATP2C1,non-target,4.83
ATP2C2,non-target,-8.84
ATP4A,approved,3.9
ATP4B,approved,0.214
ATP5F1A,non-target,3.43
ATP5F1B,non-target,4.7
ATP5F1C,non-target,1.71
ATP5F1D,non-target,-1.3
ATP5F1E,non-target,-0.107
ATP5IF1,non-target,-0.497
ATP5MC1,non-target,1.79
ATP5MC2,non-target,1.39
ATP5MC3,non-target,1.28
ATP5ME,non-target,-1.37
ATP5MF,non-target,-0.149
ATP5MF-PTCD1,non-target,-0.0737
ATP5MG,non-target,0.407
ATP5MGL,non-target,0.157
ATP5MJ,non-target,0.293
ATP5MK,non-target,0.503
ATP5PB,non-target,0.583
ATP5PD,non-target,0.715
ATP5PF,non-target,0.289
ATP5PO,non-target,0.463
ATP6AP1,non-target,2.17
ATP6AP2,non-target,2.52
ATP6V0A1,non-target,4.93
ATP6V0A2,non-target,1.63
ATP6V0A4,non-target,1.81
ATP6V0B,non-target,2.52
ATP6V0C,non-target,3.88
ATP6V0D1,non-target,3.91
ATP6V0D2,non-target,-0.973
ATP6V0E1,non-target,-0.211
ATP6V0E2,non-target,0.82
ATP6V1A,non-target,5.35
ATP6V1B1,non-target,0.751
ATP6V1B2,non-target,2.89
ATP6V1C1,non-target,2.55
ATP6V1C2,non-target,1.06
ATP6V1D,non-target,1.59
ATP6V1E1,non-target,2.32
ATP6V1E2,non-target,-0.896
ATP6V1F,non-target,0.979
SPMIP1,non-target,0.096
ATP6V1G1,non-target,0.331
ATP6V1G2,non-target,1.39
ATP6V1G2-DDX39B,non-target,0.446
ATP6V1G3,non-target,0.216
ATP6V1H,non-target,1.5
ATP7A,non-target,2.3
ATP7B,non-target,0.0432
ATP8A1,non-target,3.67
ATP8A2,non-target,2.8
ATP8B1,non-target,3.31
ATP8B2,non-target,4.73
ATP8B3,non-target,-1.36
ATP8B4,non-target,-0.371
ATP9A,non-target,5.09
ATP9B,non-target,-0.0285
ATPAF1,non-target,1.41
ATPAF2,non-target,1.13
ATPSCKMT,non-target,-0.312
ATR,in-trial,7.6
ATRAID,non-target,-0.557
ATRIP,non-target,0.725
ATRN,non-target,3.73
ATRNL1,non-target,2.17
ATRX,non-target,4.05
ATXN1,non-target,1.53
ATXN10,non-target,0.214
ATXN1L,non-target,0.422
ATXN2,non-target,2.93
ATXN2L,non-target,1.36
ATXN3,non-target,2.1
ATXN3L,non-target,-0.741
ATXN7,non-target,-1.58
ATXN7L1,non-target,1.57
ATXN7L2,non-target,2.03
ATXN7L3,non-target,2.6
ATXN7L3B,non-target,-0.0606
AUH,non-target,-0.283
AUNIP,non-target,0.169
AUP1,non-target,0.47
AURKA,in-trial,2.78
AURKAIP1,non-target,-1.25
AURKB,in-trial,1.3
AURKC,in-trial,1.12
AUTS2,non-target,1.98
AVEN,non-target,-3.38
AVIL,non-target,1.67
AVL9,non-target,1.45
AVP,non-target,0.898
AVPI1,non-target,-0.34
AVPR1A,non-target,0.092
AVPR1B,non-target,-0.688
AVPR2,non-target,1.58
AWAT1,non-target,-0.394
AWAT2,non-target,1.28
AXDND1,non-target,-0.265
AXIN1,non-target,0.724
AXIN2,non-target,-0.421
AXL,approved,2.04
AZGP1,non-target,0.239
AZI2,non-target,0.497
AZIN1,non-target,2.26
AZIN2,non-target,0.839
AZU1,non-target,-0.36
B2M,non-target,1.21
B3GALNT1,non-target,0.929
B3GALNT2,non-target,1.35
B3GALT1,non-target,2.25
B3GALT2,non-target,1.72
B3GALT4,non-target,0.886
B3GALT5,non-target,1.47
B3GALT6,non-target,-1.63
B3GAT1,non-target,2.23
B3GAT2,non-target,0.0194
B3GAT3,non-target,1.98
B3GLCT,non-target,0.482
B3GNT2,non-target,1.46
B3GNT3,non-target,2.03
B3GNT4,non-target,-4.18
B3GNT5,non-target,1.46
B3GNT6,non-target,-0.99
B3GNT7,non-target,1.5
B3GNT8,non-target,0.528
B3GNT9,non-target,-1.22
QTGAL,non-target,0.0322
B4GALNT1,non-target,1.04
B4GALNT2,non-target,0.535
B4GALNT3,non-target,1.56
B4GALNT4,non-target,-0.758
B4GALT1,non-target,1.58
B4GALT2,non-target,2.27
B4GALT3,non-target,2.47
B4GALT4,non-target,0.863
B4GALT5,non-target,3.11
B4GALT6,non-target,1.83
B4GALT7,non-target,-1.13
B4GAT1,non-target,1.76
B9D1,non-target,0.353
B9D2,non-target,0.637
BAALC,non-target,-0.266
BAAT,non-target,0.284
BABAM1,non-target,0.839
BABAM2,non-target,1.83
BACE1,non-target,2.49
BACE2,non-target,1.66
BACH1,non-target,0.933
BACH2,non-target,3.45
BAD,non-target,-1.51
BAG1,non-target,-0.207
BAG2,non-target,0.836
BAG3,non-target,-0.455
BAG4,non-target,0.838
BAG5,non-target,0.685
BAG6,non-target,3.31
BAHCC1,non-target,-14.3
BAHD1,non-target,1.73
BAIAP2,non-target,1.96
BAIAP2L1,non-target,0.58
BAIAP2L2,non-target,-1.48
BAIAP3,non-target,-2.2
BAK1,non-target,2.18
BAMBI,non-target,-1.38
BANF1,non-target,2.57
BANF2,non-target,0.471
BANK1,non-target,-0.766
BANP,non-target,3.47
BAP1,non-target,3.68
BARD1,non-target,-0.754
BARHL1,non-target,1.14
BARHL2,non-target,0.933
BARX1,non-target,1.15
BARX2,non-target,-0.00215
BASP1,non-target,-0.585
BATF,non-target,1.3
BATF2,non-target,1.05
BATF3,non-target,0.923
BAX,non-target,0.496
BAZ1A,non-target,4.81
BAZ1B,non-target,4.77
BAZ2A,non-target,3.39
BAZ2B,non-target,1.71
BBC3,non-target,1.17
BBIP1,non-target,-0.0736
BBLN,non-target,0.451
BBOF1,non-target,1.15
BBOX1,non-target,0.0522
BBS1,non-target,0.804
BBS10,non-target,-0.000269
BBS12,non-target,1.22
BBS2,non-target,1.66
BBS4,non-target,-0.901
BBS5,non-target,0.969
BBS7,non-target,1.62
BBS9,non-target,0.795
BBX,non-target,1.35
BCAM,non-target,-0.2
BCAN,non-target,0.884
BCAP29,non-target,-1.16
BCAP31,non-target,2.12
BCAR1,non-target,-1.11
BCAR3,non-target,1.18
BCAS1,non-target,-0.334
BCAS2,non-target,1.23
BCAS3,non-target,3.1
BCAS4,non-target,0.389
BCAT1,non-target,0.123
BCAT2,non-target,0.817
BCCIP,non-target,0.0385
BCDIN3D,non-target,0.786
BCHE,non-target,-2.23
BCKDHA,non-target,1.61
BCKDHB,non-target,-0.0336
BCKDK,non-target,1.74
BCL10,non-target,1.83
BCL11A,non-target,4.05
BCL11B,non-target,4.0
BCL2,approved,1.44
BCL2A1,in-trial,1.4
BCL2L1,in-trial,2.39
BCL2L10,in-trial,-0.904
BCL2L11,non-target,-0.822
BCL2L12,non-target,0.652
BCL2L13,non-target,1.26
BCL2L14,non-target,0.122
BCL2L15,non-target,0.651
BCL2L2,in-trial,1.84
BCL2L2-PABPN1,in-trial,3.08
BCL3,non-target,1.29
BCL6,non-target,3.54
BCL6B,non-target,0.44
BCL7A,non-target,1.36
BCL7B,non-target,1.3
BCL7C,non-target,0.9
BCL9,non-target,0.598
BCL9L,non-target,0.731
BCLAF1,non-target,6.02
BCLAF3,non-target,1.12
BCO1,non-target,-1.79
BCO2,non-target,0.38
BCOR,non-target,2.16
BCORL1,non-target,3.13
BCR,approved,1.32
BCS1L,non-target,2.68
BDH1,non-target,0.423
BDH2,non-target,1.29
BDKRB1,non-target,0.555
BDKRB2,non-target,0.788
BDNF,non-target,2.93
BDP1,non-target,0.299
BEAN1,non-target,0.332
BECN1,non-target,2.26
BECN2,non-target,1.51
BEGAIN,non-target,0.855
BEND2,non-target,0.534
BEND3,non-target,3.06
BEND4,non-target,-0.078
BEND5,non-target,2.23
BEND6,non-target,0.788
BEND7,non-target,0.276
BEST1,non-target,1.08
BEST2,non-target,0.608
BEST3,non-target,0.775
BEST4,non-target,1.65
BET1,non-target,0.243
BET1L,non-target,-0.114
BEX1,non-target,0.566
BEX2,non-target,0.252
BEX3,non-target,1.65
BEX4,non-target,-0.587
BEX5,non-target,-0.441
BFAR,non-target,-0.682
BFSP1,non-target,0.363
BFSP2,non-target,0.147
BGLAP,non-target,0.526
BGN,non-target,0.486
BHLHA15,non-target,-0.0404
BHLHA9,non-target,0.489
GPRASP3,non-target,0.976
BHLHE22,non-target,0.204
BHLHE23,non-target,-0.459
BHLHE40,non-target,0.708
BHLHE41,non-target,-0.311
BHMT,non-target,1.34
BHMT2,non-target,0.911
BICC1,non-target,1.38
BICD1,non-target,2.97
BICD2,non-target,3.5
BICDL1,non-target,1.49
BICDL2,non-target,-2.01
BICRA,non-target,-0.844
BICRAL,non-target,3.21
BID,non-target,0.799
BIK,non-target,-0.209
BIN1,non-target,2.17
BIN2,non-target,1.49
BIN3,non-target,-0.87
BIRC2,in-trial,0.434
BIRC3,in-trial,1.13
BIRC5,in-trial,0.499
BIRC6,non-target,2.5
BIRC7,non-target,-0.166
BIVM,non-target,1.22
BIVM-ERCC5,non-target,1.19
BLCAP,non-target,1.71
BLID,non-target,-0.306
BLK,approved,-3.19
BLM,non-target,1.53
BLMH,non-target,1.73
BLNK,non-target,1.85
BLOC1S1,non-target,-0.735
BLOC1S2,non-target,0.946
BLOC1S3,non-target,0.198
BLOC1S4,non-target,-0.562
BLOC1S5,non-target,-0.271
BLOC1S5-TXNDC5,non-target,-0.659
BLOC1S6,non-target,0.644
BLVRA,non-target,0.79
BLVRB,non-target,0.222
BLZF1,non-target,0.408
BMERB1,non-target,0.225
BMF,non-target,0.589
BMI1,non-target,2.99
BMP1,non-target,2.04
BMP10,in-trial,0.937
BMP15,non-target,-0.708
BMP2,non-target,1.51
BMP2K,non-target,0.439
BMP3,non-target,-0.858
BMP4,non-target,1.73
BMP5,non-target,0.37
BMP6,non-target,-0.481
BMP7,non-target,2.41
BMP8A,non-target,5.16
BMP8B,non-target,4.63
BMPER,non-target,1.21
BMPR1A,non-target,4.31
BMPR1B,non-target,1.05
BMPR2,non-target,3.15
BMS1,non-target,2.22
SAMTOR,non-target,2.3
BMX,in-trial,0.341
BNC1,non-target,2.09
BNC2,non-target,0.203
BNIP1,non-target,0.0249
BNIP2,non-target,-0.946
BNIP3,non-target,1.37
BNIP3L,non-target,1.45
BNIP5,non-target,-0.145
BNIPL,non-target,0.832
BOC,non-target,2.22
BOD1,non-target,1.7
BOD1L1,non-target,0.633
BOD1L2,non-target,0.485
BOK,non-target,-0.973
BOLA1,non-target,0.119
BOLA3,non-target,0.842
BOLL,non-target,1.19
BOP1,non-target,-1.28
BORA,non-target,1.7
BORCS5,non-target,0.166
BORCS6,non-target,0.0366
BORCS7,non-target,0.289
BORCS7-ASMT,non-target,0.289
BORCS8,non-target,0.0235
BORCS8-MEF2B,non-target,1.51
BPGM,non-target,1.1
BPHL,non-target,0.434
BPI,non-target,-0.714
BPIFA1,non-target,-0.985
BPIFA2,non-target,-0.0467
BPIFA3,non-target,-0.283
BPIFB1,non-target,1.07
BPIFB2,non-target,0.209
BPIFB3,non-target,-0.622
BPIFB4,non-target,0.0448
BPIFB6,non-target,-0.698
BPIFC,non-target,0.34
BPNT1,non-target,1.32
BPNT2,non-target,0.282
BPTF,non-target,5.57
BRAF,in-trial,5.52
BRAP,non-target,2.46
BRAT1,non-target,-1.35
BRCA1,non-target,1.73
BRCA2,non-target,-0.0338
BRCC3,non-target,3.32
BRD1,non-target,3.79
BRD2,in-trial,-0.836
BRD3,in-trial,3.35
BRD4,in-trial,3.88
BRD7,non-target,2.17
BRD8,non-target,4.4
BRD9,non-target,1.22
BRDT,in-trial,1.01
BRF1,non-target,-1.58
BRF2,non-target,0.405
BRI3,non-target,1.21
BRI3BP,non-target,0.446
BRICD5,non-target,-3.55
BRINP1,non-target,2.04
BRINP2,non-target,1.48
BRINP3,non-target,-0.253
BRIP1,non-target,2.2
BRIX1,non-target,0.262
BRK1,non-target,1.53
BRME1,non-target,0.819
BRMS1,non-target,0.495
BRMS1L,non-target,2.17
BROX,non-target,-0.334
BRPF1,non-target,5.48
BRPF3,non-target,4.53
BRS3,non-target,2.01
BRSK1,non-target,4.6
BRSK2,non-target,3.23
BRWD1,non-target,3.92
BRWD3,non-target,4.99
BSCL2,non-target,0.84
BSDC1,non-target,1.3
BSG,in-trial,-0.812
BSN,non-target,3.64
BSND,non-target,0.788
BSPH1,non-target,0.452
BSPRY,non-target,0.188
BST1,non-target,-0.58
BST2,non-target,1.28
BSX,non-target,0.478
BTAF1,non-target,5.51
BTBD1,non-target,1.41
BTBD10,non-target,4.1
ABTB3,non-target,1.94
BTBD16,non-target,-0.31
BTBD17,non-target,0.994
BTBD18,non-target,0.87
BTBD19,non-target,1.4
BTBD2,non-target,1.39
BTBD3,non-target,3.81
BTBD6,non-target,-0.0555
BTBD7,non-target,2.57
BTBD8,non-target,1.68
BTBD9,non-target,2.53
BTC,non-target,-0.649
BTD,non-target,-0.395
BTF3,non-target,1.09
BTF3L4,non-target,2.96
BTG1,non-target,1.92
BTG2,non-target,0.279
BTG3,non-target,2.54
BTG4,non-target,1.11
BTK,approved,5.85
BTLA,non-target,1.19
BTN1A1,non-target,1.63
BTN2A1,non-target,0.332
BTN2A2,non-target,0.66
BTN3A1,non-target,1.59
BTN3A2,non-target,3.05
BTN3A3,non-target,1.46
BTNL2,non-target,2.31
BTNL3,non-target,2.35
BTNL8,non-target,1.56
BTNL9,non-target,-0.858
BTRC,non-target,2.34
BUB1,non-target,1.5
BUB1B,non-target,1.3
BUB1B-PAK6,non-target,-1.19
BUB3,non-target,2.35
BUD13,non-target,-0.456
BUD23,non-target,0.41
BUD31,non-target,1.15
POPDC1,non-target,0.255
BYSL,non-target,1.0
BZW1,non-target,5.5
BZW2,non-target,1.79
C10orf105,non-target,-0.542
C10orf120,non-target,-0.75
C10orf53,non-target,0.0321
C10orf62,non-target,0.0747
C10orf67,non-target,-3.38
C10orf71,non-target,-0.647
SPMIP5,non-target,0.54
C10orf88,non-target,0.483
C10orf90,non-target,-1.29
C10orf95,non-target,-1.99
GPR15LG,non-target,-0.0213
CFAP68,non-target,-0.0535
C11orf16,non-target,-0.241
C11orf21,non-target,0.109
C11orf24,non-target,0.429
C11orf42,non-target,-0.641
KCNJ5-AS1,non-target,0.326
CSTPP1,non-target,0.131
C11orf52,non-target,0.543
POU2AF2,non-target,-0.648
BKGD,non-target,-0.0836
C11orf58,non-target,2.06
C11orf65,non-target,-0.0646
C11orf68,non-target,-0.295
C11orf71,non-target,-0.377
TOP6BL,non-target,-0.0411
C11orf86,non-target,0.0893
C11orf87,non-target,0.38
C11orf91,non-target,0.859
FREY1,non-target,-0.962
C11orf96,non-target,0.57
C11orf97,non-target,-0.331
C11orf98,non-target,-0.94
RLIG1,non-target,0.195
FERRY3,non-target,1.76
REDIC1,non-target,-1.22
C12orf42,non-target,-0.471
C12orf43,non-target,0.24
ZC3H11D,non-target,0.261
C12orf54,non-target,-0.108
C12orf56,non-target,0.101
C12orf57,non-target,-1.84
C12orf60,non-target,-0.0192
C12orf71,non-target,0.776
UQCC6,non-target,-0.567
C12orf75,non-target,-0.411
C12orf76,non-target,-0.0345
C14orf119,non-target,0.128
C14orf132,non-target,-0.366
C14orf180,non-target,-0.169
DORIP1,non-target,-0.0526
C14orf39,non-target,-1.18
C14orf93,non-target,1.64
PRMT2IP,non-target,0.893
C15orf40,non-target,-1.13
COXFA4L3,non-target,0.815
C15orf61,non-target,-1.02
C15orf62,non-target,0.708
PIERCE2,non-target,0.0901
C16orf46,non-target,-2.7
C16orf54,non-target,1.28
HAPSTR1,non-target,1.66
CLMB,non-target,-1.45
C16orf78,non-target,-0.0466
C16orf82,non-target,0.893
C16orf86,non-target,0.519
HDIP1,non-target,2.14
C16orf89,non-target,-2.61
C16orf90,non-target,-0.541
UQCC4,non-target,-0.867
FIMP1,non-target,0.832
C16orf95,non-target,-1.73
C16orf96,non-target,-1.36
C17orf100,non-target,0.114
C17orf107,non-target,-0.864
C17orf113,non-target,1.87
BACC1,non-target,0.772
PGBDF,non-target,-0.832
C17orf58,non-target,0.395
CHCT1,non-target,0.311
C17orf67,non-target,-0.0615
C17orf75,non-target,0.898
C17orf78,non-target,1.37
MTNAP1,non-target,-0.954
LIAT1,non-target,1.71
SPMAP1,non-target,0.136
C17orf99,non-target,0.338
RMP24,non-target,-0.224
ARK2N,non-target,1.15
C18orf32,non-target,0.194
C18orf54,non-target,-1.14
C18orf63,non-target,1.03
C19orf12,non-target,1.02
C19orf18,non-target,0.28
C19orf25,non-target,-1.2
C19orf33,non-target,-0.259
C19orf38,non-target,0.949
C19orf44,non-target,1.68
C19orf47,non-target,0.88
C19orf53,non-target,-1.36
ACTMAP,non-target,-0.288
C19orf67,non-target,0.907
TEKTIP1,non-target,-3.41
C19orf73,non-target,-1.07
C19orf81,non-target,-0.16
C19orf84,non-target,0.619
C1D,non-target,0.811
C1GALT1,non-target,0.0255
C1GALT1C1,non-target,1.63
C1GALT1C1L,non-target,-1.51
C1QA,non-target,1.26
C1QB,non-target,1.07
C1QBP,non-target,0.425
C1QC,non-target,0.657
C1QL1,non-target,0.749
C1QL2,non-target,0.287
C1QL3,non-target,2.16
C1QL4,non-target,-0.12
C1QTNF1,non-target,0.157
C1QTNF12,non-target,-1.5
C1QTNF2,non-target,0.243
C1QTNF3,non-target,0.773
C1QTNF3-AMACR,non-target,0.918
C1QTNF4,non-target,-1.1
C1QTNF5,non-target,1.35
C1QTNF6,non-target,1.31
C1QTNF7,non-target,0.802
C1QTNF8,non-target,-2.42
C1QTNF9,non-target,4.54
C1QTNF9B,non-target,4.58
C1R,non-target,0.601
C1RL,non-target,1.04
C1S,approved,1.82
SPMIP3,non-target,0.436
C1orf105,non-target,-0.16
AIRIM,non-target,0.313
FIRRM,non-target,1.38
C1orf115,non-target,-0.465
C1orf116,non-target,-0.781
C1orf122,non-target,0.607
CIROZ,non-target,0.807
FSAF1,non-target,0.612
C1orf141,non-target,-0.278
C1orf146,non-target,0.232
CFAP107,non-target,0.12
C1orf159,non-target,0.417
C1orf162,non-target,0.331
C1orf167,non-target,3.28
C1orf174,non-target,-0.0247
C1orf185,non-target,0.149
CFAP141,non-target,0.312
CFAP276,non-target,0.487
C1orf198,non-target,0.99
C1orf21,non-target,1.41
C1orf210,non-target,0.166
C1orf216,non-target,0.658
C1orf226,non-target,0.539
C1orf232,non-target,0.447
C1orf35,non-target,-0.839
LTAP1,non-target,0.482
C1orf50,non-target,-0.582
C1orf52,non-target,-0.304
C1orf53,non-target,-1.89
C1orf54,non-target,-0.0259
C1orf56,non-target,0.549
KPLCE,non-target,-0.29
C1orf74,non-target,0.56
C1orf87,non-target,-0.58
C1orf94,non-target,-0.362
C2,non-target,2.07
C20orf141,non-target,-0.506
C20orf144,non-target,-1.84
C20orf173,non-target,1.09
C20orf202,non-target,-0.443
C20orf203,non-target,-0.42
C20orf204,non-target,-3.48
ADISSP,non-target,1.4
CIMIP1,non-target,-0.369
C20orf96,non-target,-0.697
C21orf58,non-target,-0.538
EPCIP,non-target,1.27
C21orf91,non-target,0.723
C22orf15,non-target,0.65
C22orf23,non-target,0.932
C22orf31,non-target,0.166
C22orf39,non-target,-1.33
C22orf42,non-target,1.21
C2CD2,non-target,1.63
C2CD2L,non-target,1.81
C2CD3,non-target,1.89
C2CD4A,non-target,-0.638
